name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Galeries Lafayette,2021-10-28 09:49:35,GoogleMaps,"Friedrichstraße 76-78, 10117 Berlin, Germany",4.2,5312,"('SRID=4326;POINT (13.3899607 52.5143682)',)","Branch of French department store. French department store for fashion, accessories & beauty products, with a gourmet market.",Shopping,https://www.visitberlin.de/system/files/styles/visitberlin_content_image_medium_visitberlin_desktop_2x/private/image/Scheunenviertel_PKP4315_c_visitBerlin_Foto_Philip_Koschel_DL_PPT_0.jpg.webp?itok=5e4SUlP4,,FALSE,TRUE,
Trueffelschwein,2021-10-28 09:49:33,GoogleMaps,"Rosa-Luxemburg-Straße 21, 10178 Berlin, Germany",4.6,56,"('SRID=4326;POINT (13.4104713 52.5255078)',)",Menswear boutique with familiar brands. Boutique offering a wide selection of men's clothing & accessories from well-known brands.,Shopping,https://lh5.googleusercontent.com/p/AF1QipMO7Adp1s21dckun9uunNuaHvwGET6Omd4MgtY=w480-h636-k-no,,FALSE,TRUE,
Mall of Berlin,2021-10-28 09:48:56,GoogleMaps,"Leipziger Pl. 12, 10117 Berlin, Germany",4.4,40796,"('SRID=4326;POINT (13.380708499999999 52.5105167)',)","Spacious shopping mall with a food court. Expansive mall offering about 300 shops, including international brands, plus a food court.",Shopping,https://www.mallofberlin.de/fileadmin/files/startseite_slideshow/foodcourt1.jpg,,FALSE,TRUE,
Bikini Berlin,2021-10-28 09:49:00,GoogleMaps,"Budapester Str. 38-50, 10787 Berlin, Germany",4.2,13331,"('SRID=4326;POINT (13.3354229 52.5056242)',)",Unique shopping mall adjacent to a zoo. Retail & dining complex featuring windows & a rooftop with views of animals at the Berlin Zoo.,Shopping,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Bikini_Berlin_Stra%C3%9Fenansicht_2014.jpg/1280px-Bikini_Berlin_Stra%C3%9Fenansicht_2014.jpg?1635422054710,,FALSE,TRUE,
ALEXA Berlin,2021-10-28 09:48:59,GoogleMaps,"Grunerstraße 20, 10179 Berlin, Germany",4.2,13367,"('SRID=4326;POINT (13.4151154 52.520069)',)","Large shopping mall with food & bowling. Vast mall with brand-name retailers, a food court & supermarket, plus a bowling alley & escape room.",Shopping,https://lh5.googleusercontent.com/p/AF1QipMYXgLzj3KsyBkqnlCYaIDNPDyNE-hPeQKz2vvN=w744-h552-k-no,,FALSE,TRUE,
Voo Store,2021-10-28 09:49:14,GoogleMaps,"Oranienstraße 24, 10999 Berlin, Germany",4.2,512,"('SRID=4326;POINT (13.4208702 52.500952399999996)',)","Stylish clothing, footwear & accessories. Contemporary clothing, shoes, homeware & accessories plus a café in an old locksmith's shop.",Shopping,https://lh5.googleusercontent.com/p/AF1QipNpfaPM1xJ_Gj4_Q62u6HulfRae5mMHHUZ_scp1=w480-h636-k-no,,FALSE,TRUE,
HEY ALEX,2021-10-28 09:49:57,GoogleMaps,"Niederbarnimstraße 11, 10247 Berlin, Germany",5,68,"('SRID=4326;POINT (13.4581745 52.5135333)',)",Concept Scandinavian fashion store.,Shopping,https://lh5.googleusercontent.com/p/AF1QipPbqwebOr8DnK4Sd8j6AXK3FnXVv3wlNdUV8_zE=w978-h552-k-no,,FALSE,TRUE,
South Embassy,2021-10-28 10:00:19,GoogleMaps,"Alte Schönhauser Str. 33-34, 10119 Berlin, Germany",4.9,149,"('SRID=4326;POINT (13.407049299999999 52.5255887)',)",South American lifestyle store.,Shopping,https://lh5.googleusercontent.com/p/AF1QipNByN9xlCSx36UaZE6J1IGKbuDWVWB2B4_6qV6x=w978-h552-k-no,,FALSE,TRUE,
The Q,2021-10-28 09:48:59,GoogleMaps,"Friedrichstraße 67, 10117 Berlin, Germany",4,1471,"('SRID=4326;POINT (13.390214199999999 52.5124224)',)","Shops, restaurants & a health club. Indoor mall offering a supermarket, specialty stores, services, eateries & a gym with a pool.",Shopping,https://www.quartier-205.com/wp-content/uploads/2019/09/Q205_16n.jpg,,FALSE,TRUE,
The LEGO® Store Berlin,2021-10-28 09:53:11,GoogleMaps,"Tauentzienstraße 20, 10789 Berlin, Germany",4.6,2909,"('SRID=4326;POINT (13.3400492 52.5025097)',)","Source for Lego building sets & more. Retailer showcasing the brand's colorful building sets & bricks, plus figurines & toys.","Shopping, Amusements",https://lh5.googleusercontent.com/p/AF1QipMeDOd_VZoruWapb3KLeWAtu3tOYoSZXZvVgU8v=w732-h552-k-no,,FALSE,TRUE,
Andreas Murkudis,2021-10-28 10:00:20,GoogleMaps,"Potsdamer Str. 81, 10785 Berlin, Germany",4.6,135,"('SRID=4326;POINT (13.365532 52.501881)',)",Curated fine goods store.,"Shopping, Culture",https://andreasmurkudis.com/wp-content/uploads/media/Andreas-Murkudis-Potsdamer-Stra%C3%9Fe-81-interior-fashion-luxury-concept-store-berlin-2-960x1280.jpg,,FALSE,TRUE,
Wurstpate,2021-10-28 10:01:09,GoogleMaps,"Köpenicker Str. 58, 10179 Berlin, Germany",4.2,249,"('SRID=4326;POINT (13.4216771 52.5098761)',)",Simple but excellent German cuisine served from an attractive booth with park benches.,Street Food,https://lh5.googleusercontent.com/p/AF1QipPuwPxQW3dM5fadwwxoqPPLy4aRb_wu63qDkxF-=w732-h552-k-no,,FALSE,TRUE,
Doyum Restaurant,2021-10-28 10:02:08,GoogleMaps,"Admiralstraße 36-37, 10999 Berlin, Germany",4.2,1223,"('SRID=4326;POINT (13.417338899999999 52.4982593)',)","Busy spot for doner kebabs & salads. Lively Turkish grillhouse serving doner kebabs and durum wraps, plus rice dishes & colorful salads.",Street Food,https://lh5.googleusercontent.com/p/AF1QipMAY9yAdcq7-RvgYj7MEVE0CKghXiZf1-6R29r2=w828-h552-k-no,,FALSE,TRUE,
Alt-Berliner-Biersalon GmbH,2021-10-28 09:51:40,GoogleMaps,"Kurfürstendamm 225-226, 10719 Berlin, Germany",4.2,3272,"('SRID=4326;POINT (13.3301769 52.5032162)',)","Enduring pub for beer & schnitzel. Classic, long-standing beer hall with sidewalk tables serving sausages, schnitzels & stews.",Street Food,https://lh5.googleusercontent.com/p/AF1QipNmNntLIuomMJiQ7qsM95xcJI4PlR2Rz4CHi2kT=w960-h552-k-no,,FALSE,TRUE,
Singh Indian Street Food,2021-10-28 10:00:53,GoogleMaps,"Singh indian street food, Oppelner Str. 45, 10997 Berlin, Germany",4.3,346,"('SRID=4326;POINT (13.4413533 52.499964299999995)',)",,Street Food,https://lh5.googleusercontent.com/p/AF1QipPdwWMgIdhgo6JeII1n1fviqFAzN0SGsh2I6dtj=w978-h552-k-no,,FALSE,TRUE,
Curry at the Wall Berlin Mitte,2021-10-28 10:01:07,GoogleMaps,"Zimmerstraße 100, 10117 Berlin, Germany",4.3,1073,"('SRID=4326;POINT (13.38579 52.507614399999994)',)","Currywurst to eat in or take out. No-frills pit stop for regular or vegan currywurst with fries, chili onions & soft drinks.",Street Food,https://scontent.fsdv3-1.fna.fbcdn.net/v/t1.6435-9/68275017_3014748955266318_8325915848438972416_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=a26aad&_nc_ohc=dftHDUQ6pHwAX_QyShq&_nc_ht=scontent.fsdv3-1.fna&oh=78e9a094dbaf0f8fd415e42eceda4429&oe=61A932C0,,FALSE,TRUE,
Preußenpark,2021-10-28 09:54:51,GoogleMaps,"Brandenburgische Str., 10707 Berlin, Germany",4.3,5163,"('SRID=4326;POINT (13.3121618 52.4930272)',)",A playground & seasonal Thai food. Tree-filled park featuring a playground & a large open space that hosts seasonal Thai-food vendors.,"Local Markets, Street Food",https://lh5.googleusercontent.com/p/AF1QipOikyKXtLQpTQltb1HJFR-7mlbHw7_ekWmdgY1G=w480-h636-k-no,,FALSE,TRUE,
The King Of Falafel,2021-10-28 10:01:48,GoogleMaps,"Urbanstraße 68, 10967 Berlin, Germany",4.4,180,"('SRID=4326;POINT (13.4220169 52.488858099999995)',)",Booth offering delicious Falafel wraps.,Street Food,https://lh5.googleusercontent.com/p/AF1QipMSqmGRlP1lv5yUd2cmI5h5jUT1lrcHCI6Pxu3m=w480-h636-k-no,,FALSE,TRUE,
Han West - home of dumplings,2021-10-28 10:01:26,GoogleMaps,"Görlitzer Str. 69, 10997 Berlin, Germany",4.4,193,"('SRID=4326;POINT (13.434779299999999 52.4986148)',)",Vietnamese street food.,Street Food,https://lh5.googleusercontent.com/p/AF1QipPH1P5GddhhEyta_7IQyUX1VmJ5-HGXDdyiVl0O=w480-h600-k-no,,FALSE,TRUE,
MAMMAM Street Food Mitte,2021-10-28 10:00:54,GoogleMaps,"Inselstr.8 / Wallstr. 39, 10179 Berlin, Germany",4.4,362,"('SRID=4326;POINT (13.4116137 52.512617999999996)',)",,Street Food,https://lh5.googleusercontent.com/p/AF1QipPz2CWYPYLFaYQjXneul33FsV7_KtJIRyz6MYbw=w732-h552-k-no,,FALSE,TRUE,
Pagode Thai Kitchen,2021-10-28 10:01:07,GoogleMaps,"Bergmannstraße 88, 10961 Berlin, Germany",4.4,440,"('SRID=4326;POINT (13.3935502 52.489343)',)","No-frills setting for curries & soups. Classic Thai curries, soups & rice dishes, served in an unfussy dining room with a giant fish tank.",Street Food,https://lh5.googleusercontent.com/p/AF1QipM82a_NgK0NNlO-rDChcE0eYNTxIMrhN7LIZZoh=w1014-h552-k-no,,FALSE,TRUE,
Yarok - Fine Syrian Food from Damascus,2021-10-28 10:01:28,GoogleMaps,"Wilhelmstraße 41A, 10963 Berlin, Germany",4.4,531,"('SRID=4326;POINT (13.38607 52.50707)',)",Authentic Syrian eatery.,Street Food,https://lh5.googleusercontent.com/p/AF1QipMebjEDfftr1IRQUDtoQ9RlFJumslji8karVHiC=w732-h552-k-no,,FALSE,TRUE,
Humbaba Falafel,2021-10-28 10:01:58,GoogleMaps,"Turmstraße 85, 10551 Berlin, Germany",4.4,1136,"('SRID=4326;POINT (13.338073699999999 52.5263043)',)","Classic wraps in a cozy eatery. Compact restaurant & takeaway with outdoor seating serving street food staples, with vegan options.",Street Food,https://lh5.googleusercontent.com/p/AF1QipOtQlNkXyCgGXAiTQO9w5oR1bBkfv8fH1dGBCqg=w1134-h552-k-no,,FALSE,TRUE,
Berlinburger International,2021-10-28 10:01:58,GoogleMaps,"Pannierstraße 5, 12047 Berlin, Germany",4.4,2612,"('SRID=4326;POINT (13.430950099999999 52.486484)',)","Home-style burgers & streetside seating. Compact, hip burger bar with exposed brickwork & outdoor tables for home-made food & fresh toppings.",Street Food,https://lh5.googleusercontent.com/p/AF1QipNnZJOIww46edZ4nQjK9aCQfj8dZhY6DqBzLl-p=w732-h552-k-no,,FALSE,TRUE,
Restaurant Beirut der 70er Berlin,2021-10-28 10:02:06,GoogleMaps,"Grünberger Str. 84, 10245 Berlin, Germany",4.5,366,"('SRID=4326;POINT (13.4614049 52.5108787)',)",Quick stop for pizza & filled wraps. Italian-style pizzas & Middle Eastern wraps at a simple counter-serve stop with a handful of tables.,Street Food,https://lh5.googleusercontent.com/p/AF1QipMwsvSks2AcdOV2Rk03mMOlK5_PLoXvG_-HsD0J=w732-h552-k-no,,FALSE,TRUE,
MAMMAM Garküche Street Food aus Vietnam und Thailand,2021-10-28 10:00:56,GoogleMaps,"Krossener Str. 14, 10245 Berlin, Germany",4.5,457,"('SRID=4326;POINT (13.4572687 52.5108251)',)",Authentic Vietnamese food.,Street Food,https://lh5.googleusercontent.com/p/AF1QipM0qn3tP_NEqOHGh_Jw9al1x9CPfc5wLYbnzqIp=w660-h552-k-no,,FALSE,TRUE,
COZYMAZU,2021-10-28 10:02:08,GoogleMaps,"Sprengelstraße 39, 13353 Berlin, Germany",4.5,535,"('SRID=4326;POINT (13.3559681 52.5418297)',)","Chic tea house with light Taiwanese fare. Compact, stylish venue for Taiwanese noodle dishes & street food, plus a range of teas.",Street Food,https://lh5.googleusercontent.com/p/AF1QipMorLv2XuaSLKrBcS3FNbhZ27OHVY-EPR-aNXwL=w828-h552-k-no,,FALSE,TRUE,
Guten Dag – Korean Fried Chicken,2021-10-28 10:01:31,GoogleMaps,"Unter den Gleisen, Schönhauser Allee 71-72, 10437 Berlin, Germany",4.5,553,"('SRID=4326;POINT (13.4135422 52.548246899999995)',)","To-go chicken combos with kimchi & fries. Small kiosk under train tracks, serving chicken combo meals for takeaway, plus kimchi & fries.",Street Food,https://lh5.googleusercontent.com/p/AF1QipOxFpzLNyl5ZEJg_AGLhVCLik9JO9gVge73wNTM=w828-h552-k-no,,FALSE,TRUE,
Koshary Lux,2021-10-28 10:01:19,GoogleMaps,"Grolmanstraße 27, 10623 Berlin, Germany",4.5,899,"('SRID=4326;POINT (13.323087099999999 52.504605899999994)',)",Egyptian-arabic fusion-kitchen as a take away.,Street Food,https://lh5.googleusercontent.com/p/AF1QipMi-Q-IIvrkImsVqTSMaaN6o4BG_cvjYj9sklG6=w822-h552-k-no,,FALSE,TRUE,
Indian Street Food,2021-10-28 10:00:54,GoogleMaps,"Schöneberger Str. 22, 10963 Berlin, Germany",4.6,158,"('SRID=4326;POINT (13.378662499999999 52.502596)',)",Indian fare in a casual food stall. Laid-back venue providing classic Indian dishes from a window-serve kiosk that has a patio.,Street Food,https://lh5.googleusercontent.com/p/AF1QipMyMZqfoUxNt-0wYOl0EJqro3RFazZI5UOusb6T=w852-h552-k-no,,FALSE,TRUE,
Big Stuff Smoked BBQ,2021-10-28 10:01:16,GoogleMaps,"Eisenbahnstraße 42/43, 10997 Berlin, Germany",4.6,186,"('SRID=4326;POINT (13.431937099999999 52.5021464)',)",Well-known smoked BBQ joint.,Street Food,https://lh5.googleusercontent.com/p/AF1QipNFTOFjt7pG4Rb45Rl2p786RYadaUWYG-uefMZT=w732-h552-k-no,,FALSE,TRUE,
Antonello's Cevicheria & StreetFood,2021-10-28 10:00:57,GoogleMaps,"Nostitzstraße 22, 10961 Berlin, Germany",4.6,350,"('SRID=4326;POINT (13.3901334 52.490499299999996)',)","Quaint restaurant for pasta & ceviche. Snug venue serving Italian & South American fare including ceviche, pasta & seafood, plus cocktails.",Street Food,https://lh5.googleusercontent.com/p/AF1QipOrcD4ivtcGVwXEEuH3jXcd7bfqdNMGyuuQ_zqi=w828-h552-k-no,,FALSE,TRUE,
Dan Thai Food,2021-10-28 10:01:58,GoogleMaps,"Reinickendorfer Str. 96, 13347 Berlin, Germany",4.6,435,"('SRID=4326;POINT (13.3689603 52.5475462)',)",A glimpse into the comfort cooking of an Isaan Thai grandmother.,Street Food,https://berlinfoodstories.com/wp-content/uploads/2017/01/Dan-Thai-Food-Berlin-Dan-Laughing.jpg,,FALSE,TRUE,
Kin Za,2021-10-28 10:00:54,GoogleMaps,"Krausnickstraße 23, 10115 Berlin, Germany",4.7,1916,"('SRID=4326;POINT (13.3956362 52.5249373)',)","Georgian cuisine in a low-key space. Homemade Georgian staples including khachapuri, kebab & khinkali are served at this modest eatery.",Street Food,https://lh5.googleusercontent.com/p/AF1QipNoyosEuvhDjf3M0WPrd1mRcX3BimgAlLKGc03k=w978-h552-k-no,,FALSE,TRUE,
Akcaabat Saray Köfte,2021-10-28 10:01:53,GoogleMaps,"Oranienstraße 72, 10969 Berlin, Germany",4.8,345,"('SRID=4326;POINT (13.4071324 52.5050293)',)",Turkish classics served from a corner stall.,Street Food,https://berlinfoodstories.com/wp-content/uploads/2020/09/Akcaabat-Saray-Koefte-Berlin-Food-Stories-Halil-Koefte-1000x350.jpg,,FALSE,TRUE,
Engelbecken Park,2021-10-28 09:54:42,GoogleMaps,"Legiendamm 4, 10179 Berlin, Germany",4.5,110,"('SRID=4326;POINT (13.417270199999999 52.504315299999995)',)","Small, pleasant park with flowers next to an historic chruch.",Urban Parks,https://lh5.googleusercontent.com/p/AF1QipMOISGdw9ph2jh3bsZ-0jA2SFf5kSOdcqRnI3M=w480-h636-k-no,,FALSE,TRUE,
Goethe Park,2021-10-28 09:57:08,GoogleMaps,"Ugandastraße 17, 13351 Berlin, Germany",4.4,367,"('SRID=4326;POINT (13.337238 52.546801599999995)',)","Park with a playground & a toboggan run. Large wooded park featuring a sunbathing lawn, a playground, a toboggan run & a Goethe monument.",Urban Parks,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Wedding_Goethepark_Goethe-Denkmal-001.JPG/800px-Wedding_Goethepark_Goethe-Denkmal-001.JPG?1635847675994,,FALSE,TRUE,
Platz der Republik (Republic Square),2021-10-28 09:52:32,GoogleMaps,"10557 Berlin, Germany",4.6,5571,"('SRID=4326;POINT (13.373185099999999 52.518584999999995)',)","Vast, grassy square by the Reichstag. Large, 4-hectare square with a grassy lawn in front of the historic Reichstag parliament building.",Urban Parks,https://lh5.googleusercontent.com/p/AF1QipPnK_vIG75zcNPZS4f6tFNMvOT9LIillY3GNLYN=w732-h552-k-no,,FALSE,TRUE,
Monbijoupark,2021-10-28 09:54:29,GoogleMaps,"Oranienburger Str., 10178 Berlin, Germany",4.4,6302,"('SRID=4326;POINT (13.3963109 52.5231643)',)","Park with deckchairs, pool & river views. Leafy park with deckchairs, sport facilities, play area, swimming pool & views of the river.",Urban Parks,https://gruen-berlin.de/fileadmin/_processed_/c/6/csm_gb_projekte_parks_monbijoupark_galerie_2_4d768e5e89.jpg,,FALSE,TRUE,
Bugapark Potsdam,2021-10-28 09:55:09,GoogleMaps,"Erich-Mendelsohn-Allee 73A, 14469 Potsdam, Germany",4.6,259,"('SRID=4326;POINT (13.0453487 52.4191155)',)",Local park known for positive ecological impact.,"Urban Parks, Nature",https://www.researchgate.net/publication/331308228/figure/fig2/AS:729633792208896@1550969660292/BUGA-Park-in-Poczdam-as-an-example-of-integration-of-architecture-and-landscape-through.jpg,,FALSE,TRUE,
Holzmarkt 25,2021-10-28 09:54:00,GoogleMaps,"Holzmarktstraße 25, 10243 Berlin, Germany",4.7,1334,"('SRID=4326;POINT (13.4262561 52.5116279)',)","Riverside park with hip bars & food. Park known for its riverside views, dotted with bohemian bars & food stands for pizzas or burgers.","Urban Parks, Popular",https://lh5.googleusercontent.com/p/AF1QipNFjCHnZGsQOZWs-UghEQTlXAIVdN-ubbgTkN3z=w828-h552-k-no,,FALSE,TRUE,
Statthaus Böckler Park,2021-10-28 09:54:51,GoogleMaps,"Prinzenstraße 1, 10969 Berlin, Germany",4.3,195,"('SRID=4326;POINT (13.40851 52.49698)',)","Cultural hub & riverside picnic spots. Waterfront park with a play area, lawns & a culture center, popular for boating, strolls & picnics.","Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipMlRvgmpi6_YxV_BwP-jC_gndh-m9TvQ3HYkcse=w732-h552-k-no,,FALSE,TRUE,
Spreebogenpark,2021-10-28 09:54:29,GoogleMaps,"10557 Berlin, Germany",4.4,1878,"('SRID=4326;POINT (13.3720242 52.5220633)',)","Grassy waterside square with events. 6-acre green space & alfresco events venue on the waterfront, with small garden areas & a trail.","Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipOXpimVuZPaH-5uGSeb84BGXYEv6SoO4ldpNwjX=w978-h552-k-no,,FALSE,TRUE,
Humboldthain,2021-10-28 09:50:14,GoogleMaps,"Brunnenstraße, 13357 Berlin, Germany",4.4,2393,"('SRID=4326;POINT (13.3847715 52.5452109)',)","Park with a pool & a water garden. Park featuring an outdoor swimming pool, a water garden, a playground & a toboggan hill.","Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipPDHFq4RzI2h_osCNGtAZBHcwwpJIO9QsiFk5lZ=w732-h552-k-no,,FALSE,TRUE,
Bürgerpark Pankow,2021-10-28 09:53:02,GoogleMaps,"Wilhelm-Kuhr-Straße 9, 13187 Berlin, Germany",4.5,3246,"('SRID=4326;POINT (13.394732 52.569458399999995)',)","Large historic park with café & library. Park with meadows spanning nearly 30 acres open since 1907 with a grand gate, café & library.","Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipMVotAEEmC7s0y6B7qQpwZcHdRf32KCmkb981CO=w732-h552-k-no,,FALSE,TRUE,
Mauerpark,2021-10-28 09:54:32,GoogleMaps,"Gleimstraße 55, 10437 Berlin, Germany",4.4,12107,"('SRID=4326;POINT (13.403352 52.5424)',)","Public park at former East/West frontier. Park with grassland and trees, on the site of the former border between East & West Berlin.","Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipNfykqV6XCB8AMbuuScL6V1Muibrw_cKe0vEozX=w828-h552-k-no,,FALSE,TRUE,
The Volkspark am Weinberg,2021-10-28 09:54:32,GoogleMaps,"Weinbergsweg 14-20, 10119 Berlin, Germany",4.4,2725,"('SRID=4326;POINT (13.4018328 52.5324992)',)","Gathering place with lawn, paths & a bar. Happening community green space with rolling lawns for picnics,  plus a bar, playground & trails.","Walking & Biking, Urban Parks",https://lh5.googleusercontent.com/p/AF1QipOf3QVpKeECSWoEsT1cruqte6U0IrDIN4fPe4E=w732-h552-k-no,,FALSE,TRUE,
Stand Up Paddling Berlin Schlachtensee - Steh-Paddler.com,2021-10-28 09:51:59,GoogleMaps,"Fischerhüttenstraße 136, 14163 Berlin, Germany",4.8,216,"('SRID=4326;POINT (13.2268341 52.444810499999996)',)",Boat rental service,"Watersports, Amusements",https://lh5.googleusercontent.com/p/AF1QipO5L9nQHmamj_r_MtOamsqlUsecVfuyqW-F99Q5=w1122-h552-k-no,,FALSE,TRUE,
kolula - Stand Up Paddle,2021-10-28 09:51:49,GoogleMaps,"Havelchaussee 1, 14193 Berlin, Germany",4.6,50,"('SRID=4326;POINT (13.1921851 52.467569999999995)',)",Boat rental service.,"Watersports, Outdoor Activities",https://lh5.googleusercontent.com/p/AF1QipOPU9U2XIwQP5mpR1D9S2KjTHPMbgKwDIV1pSFK=w732-h552-k-no,,FALSE,TRUE,
kolula - Stand Up Paddle,2021-10-28 09:51:48,GoogleMaps,"Nalepastraße 18, 12459 Berlin, Germany",4.6,59,"('SRID=4326;POINT (13.4982872 52.4780649)',)",Boat rental service.,"Watersports, Outdoor Activities",https://lh5.googleusercontent.com/p/AF1QipNxq6IllpdFuITz-Y4Kbymp-h6ZcdHXNm-u6GwM=w732-h552-k-no,,FALSE,TRUE,
Orchid Spa Royal Thai Massage,2021-10-28 10:02:29,GoogleMaps,"Kurfürstenstraße 107, 10787 Berlin, Germany",4.3,73,"('SRID=4326;POINT (13.3435857 52.5042559)',)",Thai Massage therapy.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipN0PsFMHk_xAO1K6pwkzoQ_pkOSxUHONDh-QSmm=w480-h636-k-no,,FALSE,TRUE,
Olivin Wellness Lounge Sauna,2021-10-28 10:02:20,GoogleMaps,"Schönhauser Allee 177, 10119 Berlin, Germany",4.3,107,"('SRID=4326;POINT (13.4116357 52.531396799999996)',)",Sauna.,Wellness and Wellbeing,http://www.olivin-berlin.com/german/images/olivin_kopf.jpg,,FALSE,TRUE,
Kleine Salzwelt in Berlin,2021-10-28 10:03:00,GoogleMaps,"Zachertstraße 75, 10315 Berlin, Germany",4.7,90,"('SRID=4326;POINT (13.512532 52.505830599999996)',)",Salt treatments.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipMRtErNxG-MSz8nut5i5U2dvPSvASt0hvQuYZCO=w978-h552-k-no,,FALSE,TRUE,
Sultan Hamam Berlin,2021-10-28 10:02:28,GoogleMaps,"Bülowstraße 56-57, 10783 Berlin, Germany",4.3,528,"('SRID=4326;POINT (13.3669134 52.4950531)',)",Turkish spa.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipOqDW7Ns2TFpReHUJy4PnziUpUeaLQkVrzisrsm=w732-h552-k-no,,FALSE,TRUE,
Nivea Haus Berlin,2021-10-28 10:02:22,GoogleMaps,"Unter den Linden 28, 10117 Berlin, Germany",4.5,2175,"('SRID=4326;POINT (13.387976 52.517317)',)",Massage spa.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipMZs5pu1pH6wAM8DHGnMe1jyTR93gW9hIv5HWA=w828-h552-k-no,,FALSE,TRUE,
Berlin Relaxed,2021-10-28 10:02:29,GoogleMaps,"Nollendorfstraße 24, 10777 Berlin, Germany",4.7,77,"('SRID=4326;POINT (13.350684699999999 52.4973989)',)",Spa.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipPCgNcGiOA0F-KOwr1qSBmtmb8JLAKhOf2PA_Tq=w7552-h552-k-no,,FALSE,TRUE,
Baan Thai Spa,2021-10-28 10:02:43,GoogleMaps,"Wormser Str. 5, 10789 Berlin, Germany",4.3,102,"('SRID=4326;POINT (13.3329089 52.502299099999995)',)",Thai Massage therapy.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipMcDm2hZhwNPiwNO0BAETGN_7j6EW95tjtD29bt=w720-h552-k-no,,FALSE,TRUE,
Liquidrom,2021-10-28 10:02:15,GoogleMaps,"Möckernstraße 10, 10963 Berlin, Germany",3.9,1620,"('SRID=4326;POINT (13.381375199999999 52.5012962)',)","Unique, modern spa with soaking pools. Cool spa in building resembling a circus tent, with multiple pools, saunas & underwater music.",Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipOAGsoJcOI3m87WJa9hb0NFy-1eC_p_YEGHRaT9=w978-h552-k-no,,FALSE,TRUE,
Yi-Spa,2021-10-28 10:02:15,GoogleMaps,"Monbijoupl. 3A, 10178 Berlin, Germany",4.6,109,"('SRID=4326;POINT (13.3993997 52.523241)',)",Spa.,Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipMES4dgrV-Reh1IvAWyP9hskeviaUKApCTn3bRw=w480-h720-k-no,,FALSE,TRUE,
Vabali,2021-10-28 10:02:15,GoogleMaps,"Seydlitzstraße 6, 10557 Berlin, Germany",4.6,6192,"('SRID=4326;POINT (13.3606251 52.52751)',)","Spacious modern spa complex. Treatments are available at this Bali-style spa facility with 2-hour, 4-hour & day tickets.",Wellness and Wellbeing,https://lh5.googleusercontent.com/p/AF1QipM6Hpxe4ISYYSHhZhHcQ-qb6xwnej6BNkftg4C5=w480-h588-k-no,,FALSE,TRUE,
